,img_id,x0,y0,x1,y1,text,2020-10-18_2239,2020-10-18_2239_bin,2020-10-15_2308,2020-10-15_2308_bin,lr_test,lr_test_bin,2020-10-18_2239_dist,2020-10-18_2239_bin_dist,2020-10-15_2308_dist,2020-10-15_2308_bin_dist,lr_test_dist,lr_test_bin_dist
1266,1266,0.809375,0.8629629629629629,0.871875,0.9074074074074072,OQN7240,ODN72D,,,,00VT240,Teee,3,7,7,7,4,7
1267,1267,0.15885416666666666,0.4935185185185185,0.25625,0.5481481481481482,HBZ5345,,HBZ5345,yx,Pl,HBZ5345,HBZ5345,7,0,7,7,0,0
1268,1268,0.9177083333333332,0.862037037037037,0.9755208333333334,0.900925925925926,PVB5590,,,,,,,7,7,7,7,7,7
1269,1269,0.88125,0.9138888888888888,0.95,0.9648148148148148,NYE7173,NYE7173,,NXE173,NYEY173,,,0,7,2,1,7,7
1270,1270,0.346875,0.35648148148148145,0.3885416666666667,0.3851851851851852,HNZ2566,,,,,,,7,7,7,7,7,7
1271,1271,0.8442708333333333,0.8768518518518519,0.9109375,0.925,HEF9304,HEF93p4,HEF7304,HEF93p4,HEF1304,,HEF308,1,1,1,1,7,2
1272,1272,0.7463541666666667,0.8101851851851852,0.7953125,0.8490740740740741,HNZ8237,,,oy,,,,7,7,7,7,7,7
1273,1273,0.09583333333333334,0.8240740740740741,0.16041666666666668,0.8638888888888889,HCQ5943,0D5363,Cp59ey,,,C0553,,5,4,7,7,4,7
1274,1274,0.21145833333333333,0.8268518518518518,0.2692708333333333,0.8666666666666667,HML7732,,,,,,,7,7,7,7,7,7
1275,1275,0.63125,0.3972222222222222,0.6770833333333333,0.4305555555555555,GZQ9818,,,,REIDald,,,7,7,7,7,7,7
1276,1276,0.3,0.7296296296296296,0.34322916666666664,0.7555555555555555,HMI8251,,0,wa,a,,,7,7,7,7,7,7
1277,1277,0.6515625,0.43703703703703706,0.7036458333333334,0.4685185185185186,HHT4881,,,,,,,7,7,7,7,7,7
1278,1278,0.79375,0.8296296296296296,0.8505208333333333,0.8685185185185185,PUK3647,PUgy,,PU3ky,,,NSwer,5,7,4,7,7,7
1279,1279,0.2692708333333333,0.4148148148148148,0.32447916666666665,0.4509259259259259,HHJ9632,,,,,,,7,7,7,7,7,7
1280,1280,0.196875,0.4074074074074074,0.2536458333333333,0.4444444444444444,GVE4811,,,GICee,CITA,CITA,CIERHY,7,7,6,7,7,6
1281,1281,0.215625,0.7388888888888889,0.2614583333333333,0.7712962962962964,HLX8324,,,,,,,7,7,7,7,7,7
1282,1282,0.15520833333333334,0.7712962962962963,0.20833333333333331,0.8046296296296296,HIJ7018,,,,ry1,NIJYie,,7,7,7,6,5,7
1283,1283,0.11875,0.7759259259259259,0.17135416666666667,0.8101851851851851,OQL2317,,,,,,,7,7,7,7,7,7
1284,1284,0.25104166666666666,0.7583333333333333,0.2927083333333333,0.7861111111111111,OPR5778,,,,,base,,7,7,7,7,7,7
1285,1285,0.7854166666666667,0.825,0.8395833333333333,0.8629629629629629,PVD1443,ESQamy,,ESLamy,SMEjany,,,7,7,7,7,7,7
1286,1286,0.08385416666666666,0.7898148148148149,0.13749999999999998,0.8212962962962963,OLW2674,,,,Ea,,,7,7,7,7,7,7
1287,1287,0.7864583333333334,0.8185185185185185,0.8395833333333333,0.8583333333333334,GZH5138,Gs,,,,,,6,7,7,7,7,7
1288,1288,0.7635416666666667,0.8277777777777777,0.8140625,0.8611111111111109,GVO7390,,,Cvibamy,Btamms,,Com,7,7,7,7,7,7
1289,1289,0.051041666666666666,0.8685185185185185,0.1171875,0.9064814814814814,GYA9120,Grddiz0,gyidai20,yhdiz20,cvs9720,GYA9120,Gva4120,5,6,5,4,0,3
1290,1290,0.5817708333333333,0.3740740740740741,0.6260416666666667,0.4037037037037037,PUJ3051,,,,,,,7,7,7,7,7,7
1291,1291,0.56875,0.3212962962962963,0.603125,0.3453703703703704,GTD7914,,,,,,,7,7,7,7,7,7
1292,1292,0.7364583333333333,0.8324074074074074,0.7875,0.8722222222222222,HDJ7617,,,,,,,7,7,7,7,7,7
1293,1293,0.7546875,0.475,0.8161458333333332,0.5166666666666666,GZQ9818,CT07318,SOsand,STl518,,5414,BL531,5,7,5,7,6,6
1294,1294,0.30625,0.4287037037037037,0.36302083333333335,0.462037037037037,PUA0580,,Pui0530,PUA0530,Fuk0530,,Fub0330,7,3,1,4,7,5
1295,1295,0.8026041666666667,0.825,0.85625,0.8648148148148148,HNQ9725,,,,,,,7,7,7,7,7,7
1296,1296,0.12604166666666666,0.8194444444444444,0.18229166666666666,0.8564814814814814,OQP9555,,,LRiEry,TRLivy,,,7,7,7,7,7,7
1297,1297,0.7520833333333333,0.7972222222222223,0.7994791666666666,0.8324074074074075,OWY4437,Be,,,,,,7,7,7,7,7,7
1298,1298,0.9192708333333334,0.850925925925926,0.9744791666666668,0.8888888888888891,HHP9487,Fed,LfOR,whelpt,,WETip,,7,7,7,7,7,7
1299,1299,0.203125,0.41759259259259257,0.2578125,0.4527777777777778,HMA6010,,,,,,,7,7,7,7,7,7
1300,1300,0.2734375,0.7435185185185185,0.315625,0.7712962962962963,HMI8251,,it,Ai,8fr,,,7,7,7,6,7,7
1301,1301,0.75625,0.8287037037037037,0.8052083333333333,0.862037037037037,GOS3297,Ci2397,,CI2am,LE287,,,4,7,6,5,7,7
1302,1302,0.7916666666666666,0.8268518518518518,0.8447916666666666,0.8629629629629629,HBM8084,4,,,,,Kvay,6,7,7,7,7,7
1303,1303,0.09635416666666667,0.4546296296296296,0.17135416666666667,0.5009259259259259,OWT9291,,owNTa25,,,,owT8231,7,6,7,7,7,4
1304,1304,0.5390625,0.3814814814814815,0.5854166666666667,0.4101851851851852,ORB5760,4Ba,,31,NII,39S,IIF115,6,7,7,7,7,7
1305,1305,0.6802083333333333,0.4694444444444445,0.7432291666666666,0.5111111111111111,NXY1599,,,,,,oy1,7,7,7,7,7,6
1306,1306,0.7729166666666667,0.8083333333333333,0.8260416666666667,0.8481481481481482,OQU0214,Ox0,MleNE,,,,,5,7,7,7,7,7
1307,1307,0.26875,0.8305555555555556,0.3302083333333333,0.8740740740740741,GSW2909,,,,,,,7,7,7,7,7,7
1308,1308,0.4208333333333333,0.3509259259259259,0.4588541666666667,0.375,OWO6398,,,,,,,7,7,7,7,7,7
1309,1309,0.7458333333333333,0.8046296296296296,0.7942708333333334,0.8388888888888888,HIU4308,,,i,,Alay,MUdaw,7,7,7,7,7,6
1310,1310,0.5895833333333333,0.3842592592592592,0.6359375,0.4157407407407408,HHY1352,,,,,,,7,7,7,7,7,7
1311,1311,0.8260416666666667,0.9092592592592592,0.8953125,0.9601851851851853,OQI5268,,IE,,,,,7,6,7,7,7,7
1312,1312,0.8171875,0.8398148148148148,0.8723958333333333,0.8777777777777778,HKC0327,,,,,I,,7,7,7,7,7,7
1313,1313,0.653125,0.4453703703703704,0.7124999999999999,0.4814814814814815,HGF6953,,,,,,,7,7,7,7,7,7
1314,1314,0.10677083333333333,0.8398148148148148,0.18385416666666665,0.8888888888888888,HBZ5426,,,,,,,7,7,7,7,7,7
1315,1315,0.63125,0.362962962962963,0.68125,0.3962962962962963,HHJ8897,,,,,,,7,7,7,7,7,7
1316,1316,0.8276041666666667,0.8824074074074074,0.8968750000000001,0.925925925925926,HIO9215,10325,Kipaz,,Hi08215,Ki03215,Wigan,5,7,7,3,4,7
1317,1317,0.25,0.7842592592592592,0.3015625,0.8194444444444444,HBZ5426,,,,,,,7,7,7,7,7,7
1318,1318,0.16927083333333334,0.4490740740740741,0.2380208333333333,0.4925925925925926,HMY0945,,,FRY084,HMEOS4L,wvDds,,7,7,4,4,7,7
1319,1319,0.11614583333333335,0.762962962962963,0.1734375,0.8,HIJ7018,CPCI,rE10,CaCI,10,,,7,6,7,6,7,7
1320,1320,0.5927083333333333,0.37777777777777777,0.6354166666666666,0.4055555555555556,KML7401,,,,,,,7,7,7,7,7,7
1321,1321,0.1984375,0.7805555555555556,0.25104166666666666,0.8157407407407408,OQZ3274,,,,,,,7,7,7,7,7,7
1322,1322,0.6505208333333333,0.3759259259259259,0.7020833333333333,0.4101851851851852,HHJ8897,,,,,,i,7,7,7,7,7,7
1323,1323,0.8776041666666666,0.8185185185185185,0.9276041666666668,0.8574074074074074,HOH7392,,,,,2oy,213,7,7,7,7,7,6
1324,1324,0.7916666666666666,0.8305555555555556,0.8526041666666666,0.8694444444444445,GXF1603,,,,,,,7,7,7,7,7,7
1325,1325,0.7223958333333333,0.8,0.771875,0.8361111111111111,HKX2300,ary,,,,,,7,7,7,7,7,7
1326,1326,0.02239583333333333,0.85,0.09322916666666667,0.8916666666666666,HLQ8827,,HLOA327,hLoBa27,WLgpaz7,HLO8327,HLO837,7,3,4,5,2,3
1327,1327,0.6739583333333333,0.4574074074074074,0.7354166666666666,0.4990740740740741,HGP5420,,,,,,,7,7,7,7,7,7
1328,1328,0.3302083333333333,0.7944444444444444,0.3796875,0.8287037037037036,GSW2909,,,STPv,aflJRA,,,7,7,6,7,7,7
1329,1329,0.8098958333333334,0.8398148148148148,0.8713541666666667,0.8824074074074074,OWY4437,,,,,O4Y432,Nas42,7,7,7,7,3,6
1330,1330,0.6869791666666667,0.4537037037037037,0.7505208333333333,0.4953703703703704,ORB5760,,,0825780,,1,,7,7,4,7,7,7
1331,1331,0.8911458333333333,0.900925925925926,0.9661458333333331,0.9611111111111112,HOB2421,HOB245,ROB242,HOB242,HOB247,NOR42,MOR245,2,2,1,2,4,4
1332,1332,0.5963541666666666,0.3685185185185185,0.6385416666666667,0.3953703703703704,MQB2702,,,,,,,7,7,7,7,7,7
1333,1333,0.20833333333333331,0.43703703703703706,0.2692708333333333,0.475,HNK1653,,,,,,,7,7,7,7,7,7
1334,1334,0.7546875,0.7888888888888889,0.8005208333333332,0.8212962962962963,NYE7173,FETT,,FryTiTg,,YI,mY1,6,7,7,7,6,5
1335,1335,0.6552083333333333,0.4018518518518519,0.7057291666666666,0.43703703703703706,PUI6104,,,ISI,,MISrg,UfSite,7,7,6,7,6,6
1336,1336,0.7885416666666667,0.8212962962962963,0.8406250000000001,0.862037037037037,HNQ9725,,,,,,,7,7,7,7,7,7
1337,1337,0.753125,0.8166666666666667,0.8031250000000001,0.8527777777777777,OWM2434,Idln,Oh430,,Ch2d,OT,Cassd,7,4,7,6,6,7
1338,1338,0.75625,0.8268518518518518,0.8098958333333333,0.8675925925925926,OPI4062,opiaxsz,,,1gp,0814332,LIES,7,7,7,7,5,6
1339,1339,0.5807291666666666,0.3731481481481482,0.6213541666666667,0.400925925925926,OLV6696,ig1,Lae,OLrss,OLFR,wr,CX3,7,6,5,5,7,7
1340,1340,0.2890625,0.8203703703703704,0.34375,0.8574074074074074,PUA2591,PUI2831,42851,BUaEB,,rill,,3,5,6,7,7,7
1341,1341,0.9244791666666666,0.8666666666666667,0.9833333333333332,0.9074074074074074,HDB8834,,,,,,,7,7,7,7,7,7
1342,1342,0.603125,0.362962962962963,0.6447916666666667,0.3888888888888889,HJA0019,,,,,,,7,7,7,7,7,7
1343,1343,0.12291666666666665,0.8666666666666667,0.19010416666666666,0.9092592592592592,PVB5510,PVES510,PYB510,PVE5510,PVEE510,PVE5510,rid23V0,2,2,1,2,1,6
1344,1344,0.15833333333333333,0.7898148148148149,0.2078125,0.8231481481481482,HIM7206,,4TRH,,04TRI,TE,4A,7,7,7,7,7,7
1345,1345,0.7135416666666666,0.4648148148148148,0.7729166666666666,0.5037037037037037,GYV0120,,,,,,,7,7,7,7,7,7
1346,1346,0.765625,0.8435185185185186,0.8177083333333334,0.8777777777777778,HFS7335,,,,,,,7,7,7,7,7,7
1347,1347,0.7557291666666667,0.8,0.7994791666666666,0.8342592592592593,HBM7683,,,,,,,7,7,7,7,7,7
1348,1348,0.7765625,0.9222222222222224,0.8427083333333334,0.9703703703703704,HFE1508,,,HEEEng,HFEEm,,,7,7,5,4,7,7
1349,1349,0.8015625,0.8444444444444444,0.8609374999999999,0.8851851851851852,HLP3202,HIPZap,Err,,,,,5,7,7,7,7,7
1350,1350,0.8203125,0.5083333333333333,0.8973958333333334,0.5592592592592592,OLY3801,,,,,OLY3801,OLY3801,7,7,7,7,0,0
1351,1351,0.8333333333333334,0.8787037037037037,0.9,0.925,OQN7240,Dl,00H73a,Dl,0907341,029240,332344,7,6,7,5,4,6
1352,1352,0.7932291666666667,0.8157407407407408,0.8442708333333333,0.8518518518518519,HBM7683,,Fhe,,,,,7,7,7,7,7,7
1353,1353,0.7515625,0.8157407407407408,0.7994791666666667,0.8546296296296296,OWX1132,,L,ObE,,,,7,7,6,7,7,7
1354,1354,0.09322916666666667,0.7472222222222222,0.13645833333333335,0.7787037037037037,PUF0585,,,,,,,7,7,7,7,7,7
1355,1355,0.5713541666666667,0.3555555555555556,0.6083333333333334,0.3824074074074074,PUJ3051,,,,,,,7,7,7,7,7,7
1356,1356,0.8526041666666667,0.9138888888888888,0.9244791666666669,0.9657407407407408,PUJ0359,,,PLL0355,PUID530,,,7,7,3,5,7,7
1357,1357,0.8942708333333333,0.8416666666666667,0.9453125,0.8787037037037038,HHP9487,wag,17,,vtSayy,,,7,6,7,7,7,7
1358,1358,0.051041666666666666,0.4527777777777778,0.12135416666666668,0.4935185185185185,OQG6640,hE,OUCEE40,hE,J0EEE20,00GE640,00GE640,7,4,7,6,3,3
1359,1359,0.028645833333333325,0.8203703703703704,0.09010416666666668,0.8555555555555556,OLW2674,,WEZEIL,ZH,,26,BAEI,7,7,7,7,5,7
1360,1360,0.7979166666666667,0.8490740740740741,0.8572916666666667,0.8916666666666667,OQY6527,,,,,,,7,7,7,7,7,7
1361,1361,0.16822916666666668,0.7666666666666667,0.21197916666666666,0.7916666666666667,OPO2166,,,,,CeTre,aYPY,7,7,7,7,7,7
1362,1362,0.6015625,0.3740740740740741,0.6416666666666667,0.4027777777777778,MSF0653,,,,,,,7,7,7,7,7,7
1363,1363,0.6135416666666667,0.4611111111111112,0.6760416666666667,0.5018518518518519,HLB9110,,,,,,,7,7,7,7,7,7
1364,1364,0.8286458333333333,0.887962962962963,0.8932291666666666,0.9324074074074074,GVO7390,GNDTEE0,BVTan,,,,,5,6,7,7,7,7
1365,1365,0.3161458333333333,0.7129629629629629,0.3572916666666667,0.7398148148148148,FBU6588,Win,Wun,,,,,7,7,7,7,7,7
1366,1366,0.12135416666666668,0.7814814814814814,0.1703125,0.812037037037037,OLW2674,Did3514,oleaita,Did354,oldA514,,,6,7,6,6,7,7
1367,1367,0.19895833333333326,0.7722222222222223,0.2458333333333333,0.8064814814814815,OPJ4900,FES,,,,,,7,7,7,7,7,7
1368,1368,0.11927083333333335,0.4694444444444445,0.1953125,0.5203703703703704,HHJ9632,,,,,,,7,7,7,7,7,7
1369,1369,0.0671875,0.8287037037037037,0.1328125,0.8685185185185186,HJR7223,7223,8323,,,,,3,5,7,7,7,7
1370,1370,0.2109375,0.7055555555555556,0.2505208333333333,0.7324074074074075,EQI8021,,,,,,,7,7,7,7,7,7
1371,1371,0.7927083333333333,0.8675925925925926,0.853125,0.9101851851851852,OWK7798,,aug719k,owimp,27yp,Zwdian,swW198,7,5,7,6,7,5
1372,1372,0.4005208333333333,0.325,0.4395833333333333,0.3481481481481481,HBZ7195,II,PRI,0,PAT,,Pal,7,7,7,7,7,7
1373,1373,0.5854166666666667,0.36203703703703705,0.6255208333333334,0.3898148148148149,HKJ5870,FOD8,,,,,,6,7,7,7,7,7
1374,1374,0.3005208333333333,0.34444444444444444,0.3463541666666667,0.3731481481481481,OQK2200,,,,,,,7,7,7,7,7,7
1375,1375,0.33697916666666666,0.3314814814814815,0.3765625,0.3555555555555556,OQK2200,,,,,,,7,7,7,7,7,7
1376,1376,0.778125,0.8157407407407408,0.8359375,0.8537037037037037,OLQ4774,dobTe,doi,0DTre,docI,,,7,7,7,7,7,7
1377,1377,0.22135416666666666,0.7064814814814815,0.2598958333333333,0.7296296296296296,EQI8021,,,as,oaaD,,,7,7,7,7,7,7
1378,1378,0.13125,0.8027777777777778,0.18645833333333334,0.8407407407407408,OQY6751,,,,,,,7,7,7,7,7,7
1379,1379,0.215625,0.7648148148148148,0.2625,0.7944444444444445,HJR7223,,,,10,,P10,7,7,7,7,7,7
1380,1380,0.2645833333333333,0.3805555555555555,0.3145833333333333,0.4101851851851852,DZJ2643,,eTn,,RT,,,7,7,7,7,7,7
1381,1381,0.7375,0.8148148148148148,0.7921875,0.8555555555555555,HLB7161,,,,,,,7,7,7,7,7,7
1382,1382,0.778125,0.8157407407407408,0.8270833333333333,0.8537037037037037,OYE5311,,,,,,0,7,7,7,7,7,7
1383,1383,0.6135416666666667,0.3648148148148148,0.6515624999999999,0.39166666666666666,HEG6641,Ci,,,afr,,,7,7,7,7,7,7
1384,1384,0.1578125,0.8046296296296296,0.2171875,0.8425925925925926,HFR8223,eres,irreain,,,,,7,7,7,7,7,7
1385,1385,0.7359375,0.8166666666666667,0.7895833333333333,0.8574074074074074,HKF8570,,MELTS,AFAy7y,Co,MATLy,AT30,7,7,5,7,7,6
1386,1386,0.31197916666666664,0.3638888888888889,0.35625,0.38796296296296295,HOK7536,,,,,,,7,7,7,7,7,7
1387,1387,0.3328125,0.3509259259259259,0.37864583333333335,0.3787037037037037,HIF4404,,,Wad,,,,7,7,7,7,7,7
1388,1388,0.76875,0.8185185185185185,0.8208333333333334,0.8574074074074074,HDU1111,,,,,,,7,7,7,7,7,7
1389,1389,0.5875,0.3694444444444445,0.6291666666666667,0.39814814814814814,HFU0455,,,,,,4,7,7,7,7,7,6
1390,1390,0.878125,0.8898148148148148,0.953125,0.9462962962962964,JGD3192,,,,,,,7,7,7,7,7,7
1391,1391,0.8276041666666667,0.8481481481481481,0.8864583333333333,0.8907407407407407,GCP1011,,oreip,,,,,7,7,7,7,7,7
1392,1392,0.7197916666666667,0.774074074074074,0.7640625000000001,0.8046296296296296,HEF9304,,,,,,,7,7,7,7,7,7
1393,1393,0.071875,0.8324074074074074,0.134375,0.8722222222222222,HIM7206,n,w1208,T2086,i28,,,7,5,5,6,7,7
1394,1394,0.25885416666666666,0.3648148148148148,0.31197916666666664,0.3972222222222222,OQK2200,coiZam,cetZAM,Cot2200,,,8221m,7,7,3,7,7,5
1395,1395,0.7807291666666667,0.8092592592592592,0.8276041666666667,0.8435185185185184,OQI4957,,,01oxy,1cory,EIwey,,7,7,7,7,6,7
1396,1396,0.3046875,0.3527777777777778,0.3463541666666667,0.3768518518518519,OWL2818,,,,,,,7,7,7,7,7,7
1397,1397,0.7994791666666666,0.8203703703703704,0.8546874999999999,0.862037037037037,HMZ1237,,,3,,,,7,7,6,7,7,7
1398,1398,0.4822916666666667,0.3990740740740741,0.5307291666666667,0.4314814814814815,HJI2997,,,,,,,7,7,7,7,7,7
1399,1399,0.21458333333333326,0.7583333333333333,0.2609375,0.787962962962963,HOB2421,,,8JL,ot217,,,7,7,7,6,7,7
1400,1400,0.8130208333333333,0.8481481481481481,0.8739583333333333,0.8925925925925925,OLW4048,LETT,LAX,LN4048,Lb404k,OLv4046,06nee,6,6,2,3,2,7
1401,1401,0.5640625,0.3944444444444444,0.6125,0.4259259259259259,HGF6953,,,,HLFT85T,Wr,,7,7,7,4,7,7
1402,1402,0.303125,0.41759259259259257,0.3567708333333333,0.4518518518518518,HHR8382,,,,,,,7,7,7,7,7,7
1403,1403,0.16145833333333334,0.7638888888888888,0.20989583333333334,0.7935185185185185,HNU0047,,,,,line,SUTCHN,7,7,7,7,7,6
1404,1404,0.8625,0.762962962962963,0.9041666666666668,0.7907407407407407,HHM8979,,,,amDVN,,,7,7,7,7,7,7
1405,1405,0.2302083333333333,0.725,0.27447916666666666,0.7564814814814814,GYE1926,,,,,,,7,7,7,7,7,7
1406,1406,0.69375,0.4574074074074074,0.7536458333333333,0.4953703703703704,MSF0653,,,,,,,7,7,7,7,7,7
1407,1407,0.13958333333333334,0.8148148148148148,0.19583333333333333,0.8453703703703703,OMB5475,,,,,,,7,7,7,7,7,7
1408,1408,0.3411458333333333,0.3638888888888889,0.38125,0.3888888888888889,HMY0945,,,,,,,7,7,7,7,7,7
1409,1409,0.5927083333333333,0.39351851851851855,0.6427083333333333,0.4268518518518519,HHY1352,,,,,,,7,7,7,7,7,7
1410,1410,0.878125,0.8777777777777778,0.9432291666666668,0.924074074074074,OQI4957,004857,og4957,004f57,004957,0014557,C014557,4,3,4,3,4,4
1411,1411,0.446875,0.325,0.4848958333333334,0.3481481481481481,HBZ5345,,Pr,,,LTS,Pe1,7,7,7,7,7,7
1412,1412,0.14322916666666666,0.7333333333333333,0.1859375,0.7601851851851852,AHL8292,,,adN,1aIAL,aey,ay43,7,7,7,7,7,7
1413,1413,0.8744791666666667,0.900925925925926,0.9479166666666669,0.9583333333333331,HIU4308,HI330g,HI4308p,,1,,,3,2,7,7,7,7
1414,1414,0.7401041666666667,0.8462962962962963,0.7848958333333333,0.8796296296296297,HAB8252,,,,,,,7,7,7,7,7,7
1415,1415,0.7625,0.8240740740740741,0.8135416666666666,0.8648148148148148,HKR1725,,,,,,,7,7,7,7,7,7
1416,1416,0.6328125,0.3416666666666667,0.6770833333333334,0.3703703703703704,NXX3705,,,,,,,7,7,7,7,7,7
1417,1417,0.053125,0.8527777777777777,0.1203125,0.8999999999999999,GOL0323,GOLG23,GOLLiZ3,123,GOLCiZ3,GOL0323,WoL3d3,2,3,5,3,0,4
1418,1418,0.22083333333333333,0.7712962962962963,0.2703125,0.8027777777777777,HFR8223,ive,,,,,M00,7,7,7,7,7,7
1419,1419,0.2479166666666667,0.4194444444444445,0.3026041666666667,0.4546296296296297,HLJ3822,,,,,NT,ns,7,7,7,7,7,7
1420,1420,0.10885416666666667,0.7537037037037037,0.1671875,0.7944444444444444,OLZ3634,,,,,,,7,7,7,7,7,7
1421,1421,0.878125,0.9037037037037036,0.9505208333333334,0.9592592592592591,HLC2352,,,NOCZaks,,,,7,7,6,7,7,7
1422,1422,0.7494791666666667,0.462962962962963,0.815625,0.5064814814814815,HKR3051,FHII0ET,FHATOE,FRITI0E,HRAIOE,,,6,7,7,5,7,7
1423,1423,0.14166666666666666,0.799074074074074,0.19583333333333333,0.8342592592592593,HIM7206,1117205,TATE,11107205,ran,,me,4,7,5,7,7,7
1424,1424,0.06927083333333334,0.837037037037037,0.13489583333333333,0.8777777777777778,HBZ5559,,,,,,,7,7,7,7,7,7
1425,1425,0.7109375,0.5268518518518519,0.7796875,0.5685185185185185,HKR7647,,,,,,,7,7,7,7,7,7
1426,1426,0.7395833333333334,0.4546296296296296,0.8020833333333334,0.4925925925925926,HHW1986,,,HTTEEE,HITT3ER,,,7,7,6,6,7,7
1427,1427,0.6786458333333333,0.3814814814814815,0.7333333333333333,0.4166666666666667,NXX3705,,,,,,,7,7,7,7,7,7
1428,1428,0.7416666666666667,0.8027777777777778,0.7885416666666667,0.8398148148148148,HEF9304,,,,,,,7,7,7,7,7,7
1429,1429,0.4708333333333333,0.3851851851851852,0.5166666666666666,0.412962962962963,HJI2997,,,,,,a,7,7,7,7,7,7
1430,1430,0.8791666666666667,0.825925925925926,0.9276041666666668,0.8638888888888889,HHP9487,750,,STST,rrat,,O2a,7,7,7,7,7,7
1431,1431,0.5828125,0.3555555555555556,0.6286458333333332,0.38796296296296295,GTD7914,R10iA,,KTHmid,rect,,nn,7,7,6,7,7,7
1432,1432,0.7901041666666667,0.8157407407407408,0.8411458333333334,0.850925925925926,OQI4957,,,,201vy,01oy,Aeww,7,7,7,7,7,7
1433,1433,0.14322916666666666,0.8074074074074075,0.20104166666666667,0.8444444444444446,HKO9597,09357,,,,,,5,7,7,7,7,7
1434,1434,0.8598958333333333,0.8962962962962963,0.9328125,0.95,PVD1443,PVD423,,RD1423,,FYD1483,FQ1483,2,7,3,7,3,4
1435,1435,0.5963541666666666,0.3796296296296297,0.6494791666666666,0.4148148148148149,HIO8727,,,,,,,7,7,7,7,7,7
1436,1436,0.375,0.7416666666666667,0.41875,0.7666666666666667,HMZ8893,laov,51,oy,uyom,,,7,7,7,7,7,7
1437,1437,0.0734375,0.8416666666666667,0.14166666666666666,0.8851851851851852,GOL0323,coa1,ony,co1127,lcacu,ca0123,lca10,7,7,6,7,4,7
1438,1438,0.675,0.4453703703703704,0.7333333333333334,0.4833333333333333,HEG6641,,,,,,,7,7,7,7,7,7
1439,1439,0.7536458333333333,0.8148148148148148,0.8057291666666667,0.8509259259259259,HIU4308,,V1TR,VEae,VLle,,,7,7,7,7,7,7
1440,1440,0.4973958333333333,0.3962962962962963,0.5427083333333333,0.425,HLB9110,,,,,ay,xqii,7,7,7,7,7,7
1441,1441,0.6302083333333334,0.35648148148148145,0.6671875,0.38240740740740736,HHW1986,,,,,,,7,7,7,7,7,7
1442,1442,0.171875,0.4824074074074074,0.2489583333333333,0.5268518518518518,HBY6045,EBE045,EETE0AS,BET6045,Tm,EBYGOAS,HEYED4S,3,6,3,7,5,4
1443,1443,0.846875,0.8759259259259259,0.909375,0.9185185185185184,PUQ2567,,,,,,,7,7,7,7,7,7
1444,1444,0.34010416666666665,0.4453703703703704,0.4036458333333333,0.4814814814814815,PUA0580,BUATEED,Hii0520,,Pii0ED,PUL0550,UdDcs0,5,4,7,5,2,5
1445,1445,0.8546875,0.7907407407407407,0.9,0.8222222222222222,HOH7392,,,,,,,7,7,7,7,7,7
1446,1446,0.8901041666666667,0.9027777777777778,0.9640625,0.962037037037037,HHK7224,HHK7934,i7224,ic7534,ric7224,,Fg,2,3,5,3,7,7
1447,1447,0.8708333333333333,0.8981481481481481,0.9489583333333332,0.9583333333333334,OQY6527,00rES27,007527,,00rE527,00v5327,005527,5,4,7,4,5,4
1448,1448,0.18854166666666666,0.3944444444444444,0.2390625,0.4240740740740741,OQG6640,OIGELAn,,JIGELAD,TILEAD,2t14,EY2321,5,7,6,7,6,7
1449,1449,0.12760416666666666,0.8148148148148148,0.184375,0.8555555555555555,GOL0323,a3D273,ollOr,,,,,6,7,7,7,7,7
1450,1450,0.603125,0.4564814814814815,0.6541666666666667,0.487037037037037,HKR7647,,,,,,,7,7,7,7,7,7
1451,1451,0.2911458333333333,0.3583333333333333,0.334375,0.3861111111111111,JPU1476,,,,,,,7,7,7,7,7,7
1452,1452,0.18854166666666666,0.425,0.246875,0.4592592592592593,HJU1782,HUTTE,HATE,HI,Vim,HU,HU,5,6,6,7,5,5
1453,1453,0.7744791666666667,0.8222222222222222,0.8265625000000001,0.8601851851851852,HHK7224,,,ne,,,,7,7,7,7,7,7
1454,1454,0.8911458333333333,0.900925925925926,0.9635416666666666,0.9537037037037036,HNQ9725,HRD8725,,HRD67254,,,,3,7,4,7,7,7
1455,1455,0.6729166666666667,0.44166666666666665,0.7296875,0.4805555555555555,HOB2421,,8,,,,,7,7,7,7,7,7
1456,1456,0.8369791666666667,0.9055555555555556,0.9015625,0.950925925925926,HFS7335,,HIG7035,57335,HIG7215,,,7,3,3,4,7,7
1457,1457,0.2755208333333333,0.7425925925925926,0.3161458333333333,0.7675925925925926,HLY8517,,,,,,,7,7,7,7,7,7
1458,1458,0.8119791666666667,0.8712962962962963,0.8833333333333333,0.9231481481481482,HCG0037,HCE0337,icc2237,lice2037,cca,Licea3,icc3,2,5,5,7,6,6
1459,1459,0.24479166666666666,0.3944444444444444,0.2942708333333333,0.4212962962962963,GUJ6361,Haas,Maamy,,Exam,,Cdiedt,7,7,7,7,7,7
1460,1460,0.20677083333333326,0.4,0.2614583333333333,0.4351851851851852,JPU1476,,,,,,,7,7,7,7,7,7
1461,1461,0.8583333333333333,0.8916666666666667,0.9296875,0.9407407407407408,HLP3202,,,,,HLA3202,M3302,7,7,7,7,1,4
